 1.269190e-002  3.855785e+001  4.245413e-001
 1.278712e-002  3.906235e+001  6.744258e-001
 1.288306e-002  3.911004e+001  6.753392e-001
 1.297971e-002  3.636801e+001  6.508853e-001
 1.307709e-002  4.123581e+001  9.788956e-001
 1.317520e-002  3.887152e+001  4.789750e-001
 1.327404e-002  3.879573e+001  9.510846e-001
 1.337363e-002  4.021064e+001  4.836878e-001
 1.347396e-002  4.138220e+001  4.402835e-001
 1.357505e-002  4.166520e+001  6.965235e-001
 1.367689e-002  4.137068e+001  4.909926e-001
 1.377950e-002  4.351161e+001  7.112166e-001
 1.388288e-002  4.279034e+001  4.464996e-001
 1.398704e-002  4.304677e+001  7.084137e-001
 1.409197e-002  4.381719e+001  4.520716e-001
 1.419769e-002  4.464152e+001  5.098158e-001
 1.430421e-002  4.553012e+001  7.285676e-001
 1.441153e-002  4.455328e+001  7.198064e-001
 1.451965e-002  4.494080e+001  7.233558e-001
 1.462858e-002  4.793383e+001  7.490642e-001
 1.473833e-002  4.700215e+001  4.678171e-001
 1.484890e-002  4.755919e+001  5.259381e-001
 1.496030e-002  4.804338e+001  7.472924e-001
 1.507254e-002  4.883184e+001  4.352149e-001
 1.518562e-002  4.855261e+001  4.751441e-001
 1.529954e-002  4.874766e+001  7.534676e-001
 1.541433e-002  4.997251e+001  4.824604e-001
 1.552997e-002  5.125065e+001  4.884389e-001
 1.564648e-002  5.120140e+001  5.458897e-001
 1.576387e-002  5.264010e+001  6.386890e-001
 1.588213e-002  5.268844e+001  4.951108e-001
 1.600129e-002  5.333247e+001  6.425728e-001
 1.612133e-002  5.633447e+001  8.095347e-001
 1.624228e-002  5.535930e+001  4.635906e-001
 1.636414e-002  5.461793e+001  5.038217e-001
 1.648691e-002  5.708951e+001  5.152467e-001
 1.661060e-002  5.680430e+001  5.747033e-001
 1.673522e-002  5.738334e+001  6.666455e-001
 1.686077e-002  5.883121e+001  5.228613e-001
 1.698727e-002  5.961586e+001  4.162301e-001
 1.711471e-002  5.994873e+001  4.818859e-001
 1.724311e-002  6.193480e+001  6.925061e-001
 1.737247e-002  6.130733e+001  4.871984e-001
 1.750281e-002  6.236264e+001  1.204426e+000
 1.763412e-002  6.326916e+001  4.043803e-001
 1.776642e-002  6.402819e+001  6.099135e-001
 1.789971e-002  6.581581e+001  5.530737e-001
 1.803400e-002  6.612621e+001  5.543516e-001
 1.816930e-002  6.702058e+001  7.201021e-001
 1.830561e-002  6.805746e+001  4.190369e-001
 1.844294e-002  6.840739e+001  4.765465e-001
 1.858131e-002  6.981784e+001  4.814170e-001
 1.872071e-002  7.264126e+001  5.302785e-001
 1.886116e-002  7.186861e+001  6.459937e-001
 1.900267e-002  7.266078e+001  5.810689e-001
 1.914523e-002  7.357231e+001  4.940717e-001
 1.928886e-002  7.610853e+001  5.946952e-001
 1.943358e-002  7.679570e+001  5.450807e-001
 1.957937e-002  7.623254e+001  5.432885e-001
 1.972627e-002  7.812375e+001  4.489177e-001
 1.987426e-002  7.993761e+001  5.148988e-001
 2.002336e-002  8.094773e+001  6.131458e-001
 2.017359e-002  8.099790e+001  4.849196e-001
 2.032493e-002  8.326391e+001  5.254880e-001
 2.047742e-002  8.362367e+001  4.644348e-001
 2.063105e-002  8.575627e+001  5.760607e-001
 2.078583e-002  8.516315e+001  5.740858e-001
 2.094177e-002  8.747130e+001  5.817709e-001
 2.109889e-002  8.837020e+001  4.774645e-001
 2.125718e-002  8.794211e+001  5.833456e-001
 2.141666e-002  9.074756e+001  4.838099e-001
